full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
saya lebih sering jnt sih lebih cepet dan kurirnya sudah hafal dan baik baik muehehe kalau diantara itu sicepat sama spx,saya lebih sering sih lebih cepet dan kurirnya sudah hafal dan baik baik muehehe kalau diantara itu sama,i am more often faster and the courier is halal and good if the same is the same,often faster courier halal good,"['often', 'faster', 'courier', 'halal', 'good']","['often', 'faster', 'courier', 'halal', 'good']"
emg paling bnr itu sicepat tetapi kalau buat pickup anteraja,emg paling bnr itu tetapi kalau buat pickup,emg is the most bnr but if you make a pickup,emg bnr make pickup,"['emg', 'bnr', 'make', 'pickup']","['emg', 'bnr', 'make', 'pickup']"
Brengsek kesel sangat make SiCepat paket gua tidak nyampe sudah hari di ulujami Ulujami mah kepleset jg nyampe Chat ke WA juga tidak berguna anjeng disuruh nunggu dari kemaren sudah lewat kali tidak nyampe asuuuuuuu,Brengsek kesel sangat make paket gua tidak nyampe sudah hari di ulujami Ulujami mah kepleset jg nyampe Chat ke WA juga tidak berguna anjeng disuruh nunggu dari kemaren sudah lewat kali tidak nyampe asuuuuuuu,"the jerk is very frustrated that i don't reach the package, i haven't arrived at ulujami, but also arrived at wa, i was also not useful, i was told to wait from yesterday that it had passed, not arriving at asuu.",jerk frustrated reach package arrived ulujami also arrived wa also useful told wait yesterday passed arriving asuu,"['jerk', 'frustrated', 'reach', 'package', 'arrived', 'ulujami', 'also', 'arrived', 'wa', 'also', 'useful', 'told', 'wait', 'yesterday', 'passed', 'arriving', 'asuu']","['jerk', 'frustrate', 'reach', 'package', 'arrive', 'ulujami', 'also', 'arrive', 'wa', 'also', 'useful', 'told', 'wait', 'yesterday', 'pass', 'arrive', 'asuu']"
Duh kalau beli apa apa jangan pakai sicepat deh Jelek sangat layanannya,Duh kalau beli apa apa jangan pakai deh Jelek sangat layanannya,"duh, if you buy anything, don't use it, it's really bad",duh buy anything use it really bad,"['duh', 'buy', 'anything', 'use', 'it', 'really', 'bad']","['duh', 'buy', 'anything', 'use', 'it', 'really', 'bad']"
Untuk saya yang di   luar jawa masih cepat an jnt drpd sicepat,Untuk saya yang di luar jawa masih cepat an drpd,for me who is outside java is still fast and dprd,outside java still fast dprd,"['outside', 'java', 'still', 'fast', 'dprd']","['outside', 'java', 'still', 'fast', 'dprd']"
sicepat spx suka nyasarr,suka nyasarr,likes to stray,likes stray,"['likes', 'stray']","['like', 'stray']"
sicepat yang lebih cocok menjadi silambat,yang lebih cocok menjadi silambat,which is more suitable to be a cycle,suitable cycle,"['suitable', 'cycle']","['suitable', 'cycle']"
Spx Sampe kurir nya akrab wkwk pernah sekali pakai sicepat tidak bangett paket ilang lamaaa bngtt sampe minggu itu jg kurir nya harus di spam dl Tetangga beli makanan kucing bungkusnya sampe sudah bolong baru dikirim,Sampe kurir nya akrab wkwk pernah sekali pakai tidak bangett paket ilang lamaaa bngtt sampe minggu itu jg kurir nya harus di spam dl Tetangga beli makanan kucing bungkusnya sampe sudah bolong baru dikirim,"until the courier is familiar when i have never been disposable, it is not a long time ago, until that week, the courier must be spam in the neighbor buying the cat's food, the wrapper until it has been perforated just sent",courier familiar never disposable long time ago week courier must spam neighbor buying cats food wrapper perforated sent,"['courier', 'familiar', 'never', 'disposable', 'long', 'time', 'ago', 'week', 'courier', 'must', 'spam', 'neighbor', 'buying', 'cats', 'food', 'wrapper', 'perforated', 'sent']","['courier', 'familiar', 'never', 'disposable', 'long', 'time', 'ago', 'week', 'courier', 'must', 'spam', 'neighbor', 'buying', 'cat', 'food', 'wrapper', 'perforate', 'sent']"
shopeenya langsung sih kalau apps lain sicepat enaknya pakai jnt lumayan lama apalagi jne,shopeenya langsung sih kalau apps lain enaknya pakai lumayan lama apalagi,the shope is directly if other apps are delicious to use it for quite a long time,shope directly apps delicious use quite long time,"['shope', 'directly', 'apps', 'delicious', 'use', 'quite', 'long', 'time']","['shope', 'directly', 'apps', 'delicious', 'use', 'quite', 'long', 'time']"
spx lebih aman di daerahku walaupun diantarnya sore atau malam setidaknya penyoknya tidak separah jampt dan selama sicepat,lebih aman di daerahku walaupun diantarnya sore atau malam setidaknya penyoknya tidak separah jampt dan selama,safer in my area even though it is delivered in the afternoon or evening at least the dent is not as bad as the jampt and during,safer area even though delivered afternoon evening least dent bad jampt,"['safer', 'area', 'even', 'though', 'delivered', 'afternoon', 'evening', 'least', 'dent', 'bad', 'jampt']","['safer', 'area', 'even', 'though', 'deliver', 'afternoon', 'even', 'least', 'dent', 'bad', 'jampt']"
pakai yang sicepat halu kah,pakai yang halu kah,use the only,use,['use'],['use']
sicepat tololll paket malang kediri saja smpe hari emang kebangetan blokkk,tololll paket malang kediri saja smpe hari emang kebangetan blokkk,"malang kediri package tololl, just a day, it is so keen.",malang kediri package tololl day keen,"['malang', 'kediri', 'package', 'tololl', 'day', 'keen']","['malang', 'kediri', 'package', 'tololl', 'day', 'keen']"
sbt sender as s first time pakai sicepat kalau req pick up nanti di hubungin duluan sama kurirnya atau kita yang harus hubungin kurirnya,sbt sender as s first time pakai kalau req pick up nanti di hubungin duluan sama kurirnya atau kita yang harus hubungin kurirnya,sbt sender as s first time uses if you req pick up later in contact with the courier or we have to contact the courier,sbt sender first time uses req pick later contact courier contact courier,"['sbt', 'sender', 'first', 'time', 'uses', 'req', 'pick', 'later', 'contact', 'courier', 'contact', 'courier']","['sbt', 'sender', 'first', 'time', 'us', 'req', 'pick', 'later', 'contact', 'courier', 'contact', 'courier']"
sicepat tuh emg lama kh,tuh emg lama kh,it's been a long time kh,long time kh,"['long', 'time', 'kh']","['long', 'time', 'kh']"
kurang tahu deh sicepat sekarang makin jelek kualitasnya,kurang tahu deh sekarang makin jelek kualitasnya,"i don't know, it's getting worse, the quality",know getting worse quality,"['know', 'getting', 'worse', 'quality']","['know', 'get', 'bad', 'quality']"
apa gwe samperin terus obrak abrik saja ini sicepat yang tidak cepat itu,apa gwe samperin terus obrak abrik saja ini yang tidak cepat itu,what is i just keep on just getting a fast that is not fast,keep getting fast fast,"['keep', 'getting', 'fast', 'fast']","['keep', 'get', 'fast', 'fast']"
mint paket saya bagaimana dah Dari hari kamis tidak dibawa njir,mint paket saya bagaimana dah Dari hari kamis tidak dibawa njir,my package mint how from thursday was not brought by njir,package mint thursday brought njir,"['package', 'mint', 'thursday', 'brought', 'njir']","['package', 'mint', 'thursday', 'brought', 'njir']"
Lebih parah lagi pelayanan SPX Hemat dibanding SiCepat anjir,Lebih parah lagi pelayanan Hemat dibanding anjir,even worse service services than anjir,even worse service services anjir,"['even', 'worse', 'service', 'services', 'anjir']","['even', 'bad', 'service', 'service', 'anjir']"
betul bang sicepat juga sering keliatan begitu,betul bang juga sering keliatan begitu,"really, sir, it often looks like that",really sir often looks like,"['really', 'sir', 'often', 'looks', 'like']","['really', 'sir', 'often', 'look', 'like']"
sangat kurang saja anggota kalian yang bongkar barang dan bikin barang jadi babak belur Mohon dipercepat investigasi nya Kalian sudah pengiriman lama Malah bongkar barang orang Nauzubillah,sangat kurang saja anggota kalian yang bongkar barang dan bikin barang jadi babak belur Mohon dipercepat investigasi nya Kalian sudah pengiriman lama Malah bongkar barang orang Nauzubillah,"very lacking your members who unload goods and make goods become battered, please accelerate the investigation, you have long delivery, even unloading nauzubillah people",lacking members unload goods make goods become battered please accelerate investigation long delivery even unloading nauzubillah people,"['lacking', 'members', 'unload', 'goods', 'make', 'goods', 'become', 'battered', 'please', 'accelerate', 'investigation', 'long', 'delivery', 'even', 'unloading', 'nauzubillah', 'people']","['lack', 'member', 'unload', 'good', 'make', 'good', 'become', 'batter', 'please', 'accelerate', 'investigation', 'long', 'delivery', 'even', 'unload', 'nauzubillah', 'people']"
sekarang sicepat sudah jelekkk caa terus jnt mulai nurun jugaa saya saja kl order dishp selalu pakai spx amp sesuai perhitungan sampenya gapernah lewat batas bahkan mgg lalu paketku nyampe hari lebih cepett,sekarang sudah jelekkk caa terus mulai nurun jugaa saya saja kl order dishp selalu pakai amp sesuai perhitungan sampenya gapernah lewat batas bahkan mgg lalu paketku nyampe hari lebih cepett,"now it's ugly, cas continues to start down, i just order dishp, always using amp according to the calculation, it's not even through the limit and even my package arrives a more fast day",ugly cas continues start down order dishp always using amp according calculation even limit even package arrives fast day,"['ugly', 'cas', 'continues', 'start', 'down', 'order', 'dishp', 'always', 'using', 'amp', 'according', 'calculation', 'even', 'limit', 'even', 'package', 'arrives', 'fast', 'day']","['ugly', 'ca', 'continue', 'start', 'down', 'order', 'dishp', 'always', 'use', 'amp', 'accord', 'calculation', 'even', 'limit', 'even', 'package', 'arrives', 'fast', 'day']"
Mungkin Dom ku jabar sekitaran cirebon Biasanya kalau pakai ekspedisi lain hari Cuman sicepat ini stuck di jakarta timur paketnya tidak gerak dari kemarin,Mungkin Dom ku jabar sekitaran cirebon Biasanya kalau pakai ekspedisi lain hari Cuman ini stuck di jakarta timur paketnya tidak gerak dari kemarin,maybe dom ku jabar around cirebon usually when using another expedition this is just stuck in east jakarta the package does not move from yesterday,maybe dom ku jabar around cirebon usually using another expedition stuck east jakarta package move yesterday,"['maybe', 'dom', 'ku', 'jabar', 'around', 'cirebon', 'usually', 'using', 'another', 'expedition', 'stuck', 'east', 'jakarta', 'package', 'move', 'yesterday']","['maybe', 'dom', 'ku', 'jabar', 'around', 'cirebon', 'usually', 'use', 'another', 'expedition', 'stuck', 'east', 'jakarta', 'package', 'move', 'yesterday']"
kalau mau tanya perihall pick up req dari shopee kemana,kalau mau tanya perihall pick up req dari shopee kemana,if you want to ask about the req pick up from shopee where,want ask req pick shopee,"['want', 'ask', 'req', 'pick', 'shopee']","['want', 'ask', 'req', 'pick', 'shopee']"
Packing aman bubblewrap tebal yaaps Pengiriman aman bisa JNT JNE sicepat,Packing aman bubblewrap tebal yaaps Pengiriman aman bisa,safe packing bubblewrap thick yaaps safe shipping can,safe packing bubblewrap thick yaaps safe shipping,"['safe', 'packing', 'bubblewrap', 'thick', 'yaaps', 'safe', 'shipping']","['safe', 'pack', 'bubblewrap', 'thick', 'yaaps', 'safe', 'shipping']"
samaaaaa pdhl paket sebelum nya aman saja masa pas sicepat dapet potongan,samaaaaa pdhl paket sebelum nya aman saja masa pas dapet potongan,same pdhl package before it is safe just right when i get a discount,pdhl package safe right get discount,"['pdhl', 'package', 'safe', 'right', 'get', 'discount']","['pdhl', 'package', 'safe', 'right', 'get', 'discount']"
Ya kaaaaan Emang mending ganti nama jadi Silelet,Ya kaaaaan Emang mending ganti nama jadi Silelet,"yes, it's better to change the name to a milelet",yes better change name milelet,"['yes', 'better', 'change', 'name', 'milelet']","['yes', 'well', 'change', 'name', 'milelet']"
Sicepat apakah hari minggu nganter paket tidak ya,apakah hari minggu nganter paket tidak ya,is sunday the package or not,sunday package,"['sunday', 'package']","['sunday', 'package']"
SUMPAH dari    tahun kmren kinerja sicepat jadi turun jelek sangat,SUMPAH dari tahun kmren kinerja jadi turun jelek sangat,i swear from the year of the performance so badly dropped,swear year performance badly dropped,"['swear', 'year', 'performance', 'badly', 'dropped']","['swear', 'year', 'performance', 'badly', 'drop']"
Sicepat tidak secepat namanya sudah hari paket masih tertahan di pusat sortir,tidak secepat namanya sudah hari paket masih tertahan di pusat sortir,not as fast as the name is already the package is still stuck at the center of the sorting,fast name already package still stuck center sorting,"['fast', 'name', 'already', 'package', 'still', 'stuck', 'center', 'sorting']","['fast', 'name', 'already', 'package', 'still', 'stuck', 'center', 'sort']"
iyaa saya sempet kena potongan rb makanya gamau pakai sicepat lagi,iyaa saya sempet kena potongan rb makanya gamau pakai lagi,yes i was hit by a piece of rb so i didn't use it again,yes hit piece rb use,"['yes', 'hit', 'piece', 'rb', 'use']","['yes', 'hit', 'piece', 'rb', 'use']"
Weh sicepat cepet sangat Baru dikirim kemaren malem terus sekarang sudah sampe Gua pikir sampe nya bakalan besok,Weh cepet sangat Baru dikirim kemaren malem terus sekarang sudah sampe Gua pikir sampe nya bakalan besok,"weh, very fast, just sent yesterday, then i was now until i thought it would be tomorrow",weh fast sent yesterday thought would tomorrow,"['weh', 'fast', 'sent', 'yesterday', 'thought', 'would', 'tomorrow']","['weh', 'fast', 'sent', 'yesterday', 'thought', 'would', 'tomorrow']"
