full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,stemmed_data,text_stemmed,pos,neg,neu,label
temen maaf ya barangnya sudah saya pack semuaa ada beberapa yang belum karena bahan packing abis jadi nunggu packingnya dateng dulu tapii kurirnya tidak dateng buat pickup saya sudah chat sicepat juga dari kemarin minta kurir buat dateng,temen maaf ya barangnya sudah saya pack semuaa ada beberapa yang belum karena bahan packing abis jadi nunggu packingnya dateng dulu tapii kurirnya tidak dateng buat pickup saya sudah chat juga dari kemarin minta kurir buat dateng,friend sorry yes i have pack the goods all there are some who haven't because of the packing material after waiting for the packing to come first but the courier is not coming to pickup i have already chatted from yesterday asking for a courier to come,friend sorry yes pack goods packing material waiting packing come first courier coming pickup already chatted yesterday asking courier come,"['friend', 'sorry', 'yes', 'pack', 'goods', 'packing', 'material', 'waiting', 'packing', 'come', 'first', 'courier', 'coming', 'pickup', 'already', 'chatted', 'yesterday', 'asking', 'courier', 'come']","['friend', 'sorri', 'ye', 'pack', 'good', 'pack', 'materi', 'wait', 'pack', 'come', 'first', 'courier', 'come', 'pickup', 'alreadi', 'chat', 'yesterday', 'ask', 'courier', 'come']",friend sorri ye pack good pack materi wait pack come first courier come pickup alreadi chat yesterday ask courier come,0.253,0.0,0.747,positive
Kurir sicepat kan bukan kurir yang langsung kirim ke alamat kamu beb bukan konsep kurir grab gojek yang instant sameday begitu ya,Kurir kan bukan kurir yang langsung kirim ke alamat kamu beb bukan konsep kurir grab gojek yang instant sameday begitu ya,courier is not a courier who directly sent to your address beb is not the concept of grab gojek courier that is instant sameday like that,courier courier directly sent address beb concept grab gojek courier instant sameday like,"['courier', 'courier', 'directly', 'sent', 'address', 'beb', 'concept', 'grab', 'gojek', 'courier', 'instant', 'sameday', 'like']","['courier', 'courier', 'directli', 'sent', 'address', 'beb', 'concept', 'grab', 'gojek', 'courier', 'instant', 'sameday', 'like']",courier courier directli sent address beb concept grab gojek courier instant sameday like,0.172,0.0,0.828,positive
SICEPAT INI GAJELAS BGT ANJGG AWAS AJA LU PAKET GW ILANG LAGI,INI GAJELAS BGT ANJGG AWAS AJA LU PAKET GW ILANG LAGI,"this is very clear, just watch out for me, my package is missing again",clear watch me package missing,"['clear', 'watch', 'me', 'package', 'missing']","['clear', 'watch', 'me', 'packag', 'miss']",clear watch me packag miss,0.361,0.222,0.417,positive
Kalo reguler tidak papa tetapi jangan economy dah Luamaaaaaaa Keknya kalau ada sicepat atau anteraja mending dua itu,Kalo reguler tidak papa tetapi jangan economy dah Luamaaaaaaa Keknya kalau ada atau mending dua itu,"if it's regular, it's okay, but don't be economic",regular okay economic,"['regular', 'okay', 'economic']","['regular', 'okay', 'econom']",regular okay econom,0.487,0.0,0.513,positive
tolong bantu pick up dong admin kurirnya kok males bnget sih,tolong bantu pick up dong admin kurirnya kok males bnget sih,"please help pick up the courier admin, how come it's lazy",please help pick courier admin come lazy,"['please', 'help', 'pick', 'courier', 'admin', 'come', 'lazy']","['pleas', 'help', 'pick', 'courier', 'admin', 'come', 'lazi']",pleas help pick courier admin come lazi,0.31,0.0,0.69,positive
cape sangat saya sama sicepat cabang sinisicepat yang tidak cepat,cape sangat saya sama cabang sinisicepat yang tidak cepat,i am very tired of the snight snisons that are not fast,tired snight snisons fast,"['tired', 'snight', 'snisons', 'fast']","['tire', 'snight', 'snison', 'fast']",tire snight snison fast,0.333,0.0,0.667,positive
Tidak libur saja lambat anjing ambil yang BEST tulisannya sehari sampe nyatanya dari tanggal sampe hari ini tanggal masih tidak sampe juga Ganti saja itu namanya bukan best lagi tetapi WORST Percuma gw bayar mahal tetapi nyatanya sama saja kek reg bahkan lebih parah Asu,Tidak libur saja lambat anjing ambil yang BEST tulisannya sehari sampe nyatanya dari tanggal sampe hari ini tanggal masih tidak sampe juga Ganti saja itu namanya bukan best lagi tetapi WORST Percuma gw bayar mahal tetapi nyatanya sama saja kek reg bahkan lebih parah Asu,not just a day off the dog take the best one day the writing a day until in fact from the date to today the date is still not until it also replaced it is not the best anymore but the worst is useless to pay expensive but in fact the same is the same as even worse asu,day dog take best one day writing day fact date today date still also replaced best anymore worst useless pay expensive fact even worse asu,"['day', 'dog', 'take', 'best', 'one', 'day', 'writing', 'day', 'fact', 'date', 'today', 'date', 'still', 'also', 'replaced', 'best', 'anymore', 'worst', 'useless', 'pay', 'expensive', 'fact', 'even', 'worse', 'asu']","['day', 'dog', 'take', 'best', 'one', 'day', 'write', 'day', 'fact', 'date', 'today', 'date', 'still', 'also', 'replac', 'best', 'anymor', 'worst', 'useless', 'pay', 'expens', 'fact', 'even', 'wors', 'asu']",day dog take best one day write day fact date today date still also replac best anymor worst useless pay expens fact even wors asu,0.229,0.226,0.545,positive
Tolong dong saya nungguin ya dari siang paket saya tidak di pick up sama kurir Tiba dapet notice seperti gini tuh maksudnya apa Kok seenaknya saja bilang reschedule by seller KURIR LO YA YANG GA DATENG KENAPA SELLER YG DISALAHIN,Tolong dong saya nungguin ya dari siang paket saya tidak di pick up sama kurir Tiba dapet notice seperti gini tuh maksudnya apa Kok seenaknya saja bilang reschedule by seller KURIR LO YA YANG GA DATENG KENAPA SELLER YG DISALAHIN,"please wait for me to wait from noon my package is not picked up with the courier, i get a notice like this, what do you mean, how come you say reschedule by your courier seller, the seller is noticed.",please wait wait noon package picked courier get notice like this mean come say reschedule courier seller seller noticed,"['please', 'wait', 'wait', 'noon', 'package', 'picked', 'courier', 'get', 'notice', 'like', 'this', 'mean', 'come', 'say', 'reschedule', 'courier', 'seller', 'seller', 'noticed']","['pleas', 'wait', 'wait', 'noon', 'packag', 'pick', 'courier', 'get', 'notic', 'like', 'thi', 'mean', 'come', 'say', 'reschedul', 'courier', 'seller', 'seller', 'notic']",pleas wait wait noon packag pick courier get notic like thi mean come say reschedul courier seller seller notic,0.122,0.0,0.878,positive
ini kurirnya tidak ada yang dateng ngepick up Dicoba drop off juga gabisa karena pilihnya pick up,ini kurirnya tidak ada yang dateng ngepick up Dicoba drop off juga gabisa karena pilihnya pick up,this courier is not none of the ngekick up trying to drop off too because it chooses pick up,courier none ngekick trying drop chooses pick,"['courier', 'none', 'ngekick', 'trying', 'drop', 'chooses', 'pick']","['courier', 'none', 'ngekick', 'tri', 'drop', 'choos', 'pick']",courier none ngekick tri drop choos pick,0.232,0.0,0.768,positive
Untuk tindak lanjut boleh infoin detail kendalanya ke wa ya kak untuk respon hanya melalui wa Thanks Fino,Untuk tindak lanjut boleh infoin detail kendalanya ke wa ya kak untuk respon hanya melalui wa Thanks Fino,"for follow -up, you can find the details of the obstacles to wa yes sis to respond only through wa thanks fino",follow up find details obstacles wa yes sis respond wa thanks fino,"['follow', 'up', 'find', 'details', 'obstacles', 'wa', 'yes', 'sis', 'respond', 'wa', 'thanks', 'fino']","['follow', 'up', 'find', 'detail', 'obstacl', 'wa', 'ye', 'si', 'respond', 'wa', 'thank', 'fino']",follow up find detail obstacl wa ye si respond wa thank fino,0.185,0.0,0.815,positive
sudah cek paket ada di gudang kuta pas dicari tutup permanen baca review gmaps emg problematik dan disaranin ke sicepat jimbaran di gudang bulog,sudah cek paket ada di gudang kuta pas dicari tutup permanen baca review gmaps emg problematik dan disaranin ke jimbaran di gudang bulog,"i have checked the package in kuta warehouse when looking for a permanent closing, read the gmaps emg problematic review and it is recommended to jimbaran at the bulog warehouse",checked package kuta warehouse looking permanent closing read gmaps emg problematic review recommended jimbaran bulog warehouse,"['checked', 'package', 'kuta', 'warehouse', 'looking', 'permanent', 'closing', 'read', 'gmaps', 'emg', 'problematic', 'review', 'recommended', 'jimbaran', 'bulog', 'warehouse']","['check', 'packag', 'kuta', 'warehous', 'look', 'perman', 'close', 'read', 'gmap', 'emg', 'problemat', 'review', 'recommend', 'jimbaran', 'bulog', 'warehous']",check packag kuta warehous look perman close read gmap emg problemat review recommend jimbaran bulog warehous,0.143,0.0,0.857,positive
jawabannya bot semua sudah saya hubungi melalui wa halo saya kirim barang buat di pick up melalui shopee saya cek barang saya sudah di pick up tetapi nyatanya barangnya masih di saya dan belum diambil kurir tidak resi tolong ditindaklanjuti,jawabannya bot semua sudah saya hubungi melalui wa halo saya kirim barang buat di pick up melalui shopee saya cek barang saya sudah di pick up tetapi nyatanya barangnya masih di saya dan belum diambil kurir tidak resi tolong ditindaklanjuti,"the answer is that i have contacted bot through wa hello, i sent goods to pick up through shopee, i checked my items, but in fact the goods were still in me and the courier had not been taken, please follow up",answer contacted bot wa hello sent goods pick shopee checked items fact goods still courier taken please follow,"['answer', 'contacted', 'bot', 'wa', 'hello', 'sent', 'goods', 'pick', 'shopee', 'checked', 'items', 'fact', 'goods', 'still', 'courier', 'taken', 'please', 'follow']","['answer', 'contact', 'bot', 'wa', 'hello', 'sent', 'good', 'pick', 'shope', 'check', 'item', 'fact', 'good', 'still', 'courier', 'taken', 'pleas', 'follow']",answer contact bot wa hello sent good pick shope check item fact good still courier taken pleas follow,0.266,0.0,0.734,positive
hsjs iyaa maksud saya dari regular dan hemat itu cara tahu jntsicepatspx nya bagaimana,hsjs iyaa maksud saya dari regular dan hemat itu cara tahu jntsicepatspx nya bagaimana,hsjs yeah i mean from regular and economical it is how to know how to do,hsjs yeah mean regular economical know,"['hsjs', 'yeah', 'mean', 'regular', 'economical', 'know']","['hsj', 'yeah', 'mean', 'regular', 'econom', 'know']",hsj yeah mean regular econom know,0.306,0.0,0.694,positive
nama ekspedisinya sicepat realitanya barang ngestuck seminggu di surabaya,nama ekspedisinya realitanya barang ngestuck seminggu di surabaya,the name of the expedition is the reality of the ngestuck goods a week in surabaya,name expedition reality ngestuck goods week surabaya,"['name', 'expedition', 'reality', 'ngestuck', 'goods', 'week', 'surabaya']","['name', 'expedit', 'realiti', 'ngestuck', 'good', 'week', 'surabaya']",name expedit realiti ngestuck good week surabaya,0.326,0.0,0.674,positive
Awalnya saya pakai Jnt terus diubah ke sicepat sama penjualnya Pas saya coba tracking pakai resi sicepat ternyata itu benar dari oren nama nya orang lain tetapi tidak resinya sama Kan aneh,Awalnya saya pakai terus diubah ke sama penjualnya Pas saya coba tracking pakai resi ternyata itu benar dari oren nama nya orang lain tetapi tidak resinya sama Kan aneh,at first i used to be changed to the same seller when i tried tracking using a receipt it turned out that it was true from the name of the name of someone else but not the same as the same strange,first used changed seller tried tracking using receipt turned true name name someone else strange,"['first', 'used', 'changed', 'seller', 'tried', 'tracking', 'using', 'receipt', 'turned', 'true', 'name', 'name', 'someone', 'else', 'strange']","['first', 'use', 'chang', 'seller', 'tri', 'track', 'use', 'receipt', 'turn', 'true', 'name', 'name', 'someon', 'els', 'strang']",first use chang seller tri track use receipt turn true name name someon els strang,0.167,0.0,0.833,positive
Tokped sering pakai ekspedisi tidak jelas ID express SAP ekspress Gak jelas banget pada lama sampainya Padahal ada ekspedisi yang jelas seperti JampT JNE Sicepat malah ekspedisi tidak jelas gini dijadiin kurir rekomendasi,Tokped sering pakai ekspedisi tidak jelas ID express SAP ekspress Gak jelas banget pada lama sampainya Padahal ada ekspedisi yang jelas seperti JampT malah ekspedisi tidak jelas gini dijadiin kurir rekomendasi,tokped often uses expedition unclear express sap express id is not very clear in the long time to arrive even though there is a clear expedition such as jampt even the expedition is unclear like this is a recommendation courier,tokped often uses expedition unclear express sap express id clear long time arrive even though clear expedition jampt even expedition unclear like recommendation courier,"['tokped', 'often', 'uses', 'expedition', 'unclear', 'express', 'sap', 'express', 'id', 'clear', 'long', 'time', 'arrive', 'even', 'though', 'clear', 'expedition', 'jampt', 'even', 'expedition', 'unclear', 'like', 'recommendation', 'courier']","['tokp', 'often', 'use', 'expedit', 'unclear', 'express', 'sap', 'express', 'id', 'clear', 'long', 'time', 'arriv', 'even', 'though', 'clear', 'expedit', 'jampt', 'even', 'expedit', 'unclear', 'like', 'recommend', 'courier']",tokp often use expedit unclear express sap express id clear long time arriv even though clear expedit jampt even expedit unclear like recommend courier,0.317,0.124,0.559,positive
wow si cepat amaze sangat sudah hari sesama surabaya masih belum sampai padahal yang lain itu hanya semalam kalau kota kalau mau alasan minggu tidak pengiriman,wow si cepat amaze sangat sudah hari sesama surabaya masih belum sampai padahal yang lain itu hanya semalam kalau kota kalau mau alasan minggu tidak pengiriman,"wow the fast amaze is very, the day of fellow surabaya still hasn't arrived even though the others are only overnight if the city if you want a reason for the week not shipping",wow fast amaze very day fellow surabaya still arrived even though others overnight city want reason week shipping,"['wow', 'fast', 'amaze', 'very', 'day', 'fellow', 'surabaya', 'still', 'arrived', 'even', 'though', 'others', 'overnight', 'city', 'want', 'reason', 'week', 'shipping']","['wow', 'fast', 'amaz', 'veri', 'day', 'fellow', 'surabaya', 'still', 'arriv', 'even', 'though', 'other', 'overnight', 'citi', 'want', 'reason', 'week', 'ship']",wow fast amaz veri day fellow surabaya still arriv even though other overnight citi want reason week ship,0.306,0.0,0.694,positive
